,유튜버,월,term
2212,아름송이,2022/10,9.0
2213,아름송이,2022/11,9.0
2214,아름송이,2022/12,8.0
2215,아름송이,2023/01,8.0
2216,아름송이,2023/02,9.0
2217,아름송이,2023/03,9.0
2218,아름송이,2023/04,9.0
2219,아름송이,2023/05,9.0
2220,아름송이,2023/06,9.0
2221,아름송이,2023/07,9.0
2222,아름송이,2023/08,10.0
2223,아름하다,2022/08,7.0
2224,아름하다,2022/09,6.0
2225,아름하다,2022/10,5.0
2226,아름하다,2022/11,5.0
2227,아름하다,2022/12,4.0
2228,아름하다,2023/01,4.0
2229,아름하다,2023/02,4.0
2230,아름하다,2023/03,4.0
2231,아름하다,2023/04,4.0
2232,아름하다,2023/05,3.0
2233,아름하다,2023/06,3.0
2234,아름하다,2023/07,3.0
2235,아름하다,2023/08,3.0
2236,아옳이,2022/08,9.0
2237,아옳이,2022/09,9.0
2238,아옳이,2022/10,9.0
2239,아옳이,2022/11,8.0
2240,아옳이,2022/12,9.0
2241,아옳이,2023/01,9.0
2242,아옳이,2023/02,9.0
2243,아옳이,2023/03,10.0
2244,아옳이,2023/04,10.0
2245,아옳이,2023/05,9.0
2246,아옳이,2023/06,9.0
2247,아옳이,2023/07,10.0
2248,아옳이,2023/08,10.0
2249,아이엠맹,2022/08,55.0
2250,아이엠맹,2022/09,55.0
2251,아이엠맹,2022/10,60.0
2252,아이엠맹,2022/11,57.0
2253,아이엠맹,2022/12,46.0
2254,아이엠맹,2023/01,42.0
2255,아이엠맹,2023/02,45.0
2256,아이엠맹,2023/03,45.0
2257,아이엠맹,2023/04,41.0
2258,아이엠맹,2023/05,33.0
2259,아이엠맹,2023/06,33.0
2260,아이엠맹,2023/07,35.0
2261,아이엠맹,2023/08,29.0
2262,안녕설기,2022/08,11.0
2263,안녕설기,2022/09,12.0
2264,안녕설기,2022/10,12.0
2265,안녕설기,2022/11,12.0
2266,안녕설기,2022/12,13.0
2267,안녕설기,2023/01,14.0
2268,안녕설기,2023/02,14.0
2269,안녕설기,2023/03,13.0
2270,안녕설기,2023/04,13.0
2271,안녕설기,2023/05,12.0
2272,안녕설기,2023/06,12.0
2273,안녕설기,2023/07,12.0
2274,안녕설기,2023/08,12.0
2275,안녕영경,2022/08,7.0
2276,안녕영경,2022/09,7.0
2277,안녕영경,2022/10,7.0
2278,안녕영경,2022/11,8.0
2279,안녕영경,2022/12,8.0
2280,안녕영경,2023/01,8.0
2281,안녕영경,2023/02,9.0
2282,안녕영경,2023/03,10.0
2283,안녕영경,2023/04,9.0
2284,안녕영경,2023/05,10.0
2285,안녕영경,2023/06,10.0
2286,안녕영경,2023/07,10.0
2287,안녕영경,2023/08,11.0
2288,안녕하새은,2022/08,8.0
2289,안녕하새은,2022/09,8.0
2290,안녕하새은,2022/10,8.0
2291,안녕하새은,2022/11,8.0
2292,안녕하새은,2022/12,8.0
2293,안녕하새은,2023/01,8.0
2294,안녕하새은,2023/02,8.0
2295,안녕하새은,2023/03,8.0
2296,안녕하새은,2023/04,8.0
2297,안녕하새은,2023/05,8.0
2298,안녕하새은,2023/06,8.0
2299,안녕하새은,2023/07,8.0
2300,안녕하새은,2023/08,8.0
2301,애슐리Ashley,2022/08,
2302,애슐리Ashley,2022/09,
2303,애슐리Ashley,2022/10,0.0
2304,애슐리Ashley,2022/11,0.0
2305,애슐리Ashley,2022/12,0.0
2306,애슐리Ashley,2023/01,0.0
2307,애슐리Ashley,2023/02,0.0
2308,애슐리Ashley,2023/03,0.0
2309,애슐리Ashley,2023/04,0.0
2310,애슐리Ashley,2023/05,0.0
2311,애슐리Ashley,2023/06,0.0
2312,애슐리Ashley,2023/07,0.0
2313,애슐리Ashley,2023/08,0.0
2327,엄마의 보물창고,2022/08,25.0
2328,엄마의 보물창고,2022/09,30.0
2329,엄마의 보물창고,2022/10,36.0
2330,엄마의 보물창고,2022/11,41.0
2331,엄마의 보물창고,2022/12,42.0
2332,엄마의 보물창고,2023/01,30.0
2333,엄마의 보물창고,2023/02,30.0
2334,엄마의 보물창고,2023/03,30.0
2335,엄마의 보물창고,2023/04,30.0
2336,엄마의 보물창고,2023/05,38.0
2337,엄마의 보물창고,2023/06,4.0
2338,엄마의 보물창고,2023/07,4.0
2339,엄마의 보물창고,2023/08,4.0
2340,에센스룸,2022/08,4.0
2341,에센스룸,2022/09,4.0
2342,에센스룸,2022/10,4.0
2343,에센스룸,2022/11,4.0
2344,에센스룸,2022/12,4.0
2345,에센스룸,2023/01,4.0
2346,에센스룸,2023/02,4.0
2347,에센스룸,2023/03,4.0
2348,에센스룸,2023/04,4.0
2349,에센스룸,2023/05,4.0
2350,에센스룸,2023/06,4.0
2351,에센스룸,2023/07,4.0
2352,에센스룸,2023/08,4.0
2353,에이프롬,2022/08,6.0
2354,에이프롬,2022/09,6.0
2355,에이프롬,2022/10,6.0
2356,에이프롬,2022/11,5.0
2357,에이프롬,2022/12,5.0
2358,에이프롬,2023/01,5.0
2359,에이프롬,2023/02,5.0
2360,에이프롬,2023/03,6.0
2361,에이프롬,2023/04,6.0
2362,에이프롬,2023/05,6.0
2363,에이프롬,2023/06,6.0
2364,에이프롬,2023/07,5.0
2365,에이프롬,2023/08,5.0
2366,엘리,2022/08,5.0
2367,엘리,2022/09,5.0
2368,엘리,2022/10,5.0
2369,엘리,2022/11,5.0
2370,엘리,2022/12,5.0
2371,엘리,2023/01,4.0
2372,엘리,2023/02,4.0
2373,엘리,2023/03,4.0
2374,엘리,2023/04,4.0
2375,엘리,2023/05,4.0
2376,엘리,2023/06,4.0
2377,엘리,2023/07,4.0
2378,엘리,2023/08,4.0
2379,엘피디,2022/08,4.0
2380,엘피디,2022/09,4.0
2381,엘피디,2022/10,4.0
2382,엘피디,2022/11,4.0
2383,엘피디,2022/12,3.0
2384,엘피디,2023/01,3.0
2385,엘피디,2023/02,3.0
2386,엘피디,2023/03,3.0
2387,엘피디,2023/04,3.0
2388,엘피디,2023/05,3.0
2389,엘피디,2023/06,3.0
2390,엘피디,2023/07,3.0
2391,엘피디,2023/08,3.0
2392,여음IsYeoeum,2022/08,76.0
2393,여음IsYeoeum,2022/09,76.0
2394,여음IsYeoeum,2022/10,102.0
2395,여음IsYeoeum,2022/11,120.0
2396,여음IsYeoeum,2022/12,140.0
2397,여음IsYeoeum,2023/01,140.0
2398,여음IsYeoeum,2023/02,390.0
2399,여음IsYeoeum,2023/03,7.0
2400,여음IsYeoeum,2023/04,5.0
2401,여음IsYeoeum,2023/05,5.0
2402,여음IsYeoeum,2023/06,5.0
2403,여음IsYeoeum,2023/07,5.0
2404,여음IsYeoeum,2023/08,5.0
2405,연두콩,2022/08,11.0
2406,연두콩,2022/09,11.0
2407,연두콩,2022/10,11.0
2408,연두콩,2022/11,10.0
2409,연두콩,2022/12,10.0
2410,연두콩,2023/01,9.0
2411,연두콩,2023/02,9.0
2412,연두콩,2023/03,9.0
2413,연두콩,2023/04,9.0
2414,연두콩,2023/05,9.0
2415,연두콩,2023/06,8.0
2416,연두콩,2023/07,8.0
2417,연두콩,2023/08,8.0
2418,연선yeonsun,2022/08,15.0
2419,연선yeonsun,2022/09,15.0
2420,연선yeonsun,2022/10,14.0
2421,연선yeonsun,2022/11,13.0
2422,연선yeonsun,2022/12,13.0
2423,연선yeonsun,2023/01,14.0
2424,연선yeonsun,2023/02,13.0
2425,연선yeonsun,2023/03,13.0
2426,연선yeonsun,2023/04,12.0
2427,연선yeonsun,2023/05,11.0
2428,연선yeonsun,2023/06,13.0
2429,연선yeonsun,2023/07,10.0
2430,연선yeonsun,2023/08,9.0
2431,예리네일yerinails,2022/08,23.0
2432,예리네일yerinails,2022/09,23.0
2433,예리네일yerinails,2022/10,23.0
2434,예리네일yerinails,2022/11,23.0
2435,예리네일yerinails,2022/12,24.0
2436,예리네일yerinails,2023/01,24.0
2437,예리네일yerinails,2023/02,33.0
2438,예리네일yerinails,2023/03,34.0
2439,예리네일yerinails,2023/04,35.0
2440,예리네일yerinails,2023/05,34.0
2441,예리네일yerinails,2023/06,29.0
2442,예리네일yerinails,2023/07,27.0
2443,예리네일yerinails,2023/08,30.0
2457,예순이,2022/08,7.0
2458,예순이,2022/09,7.0
2459,예순이,2022/10,7.0
2460,예순이,2022/11,7.0
2461,예순이,2022/12,7.0
2462,예순이,2023/01,7.0
2463,예순이,2023/02,8.0
2464,예순이,2023/03,8.0
2465,예순이,2023/04,8.0
2466,예순이,2023/05,8.0
2467,예순이,2023/06,8.0
2468,예순이,2023/07,9.0
2469,예순이,2023/08,10.0
2470,예스럽다,2022/08,51.0
2471,예스럽다,2022/09,49.0
2472,예스럽다,2022/10,49.0
2473,예스럽다,2022/11,49.0
2474,예스럽다,2022/12,47.0
2475,예스럽다,2023/01,47.0
2476,예스럽다,2023/02,49.0
2477,예스럽다,2023/03,42.0
2478,예스럽다,2023/04,42.0
2479,예스럽다,2023/05,42.0
2480,예스럽다,2023/06,65.0
2481,예스럽다,2023/07,14.0
2482,예스럽다,2023/08,14.0
2483,예영이예영,2022/08,7.0
2484,예영이예영,2022/09,7.0
2485,예영이예영,2022/10,7.0
2486,예영이예영,2022/11,7.0
2487,예영이예영,2022/12,7.0
2488,예영이예영,2023/01,7.0
2489,예영이예영,2023/02,8.0
2490,예영이예영,2023/03,7.0
2491,예영이예영,2023/04,7.0
2492,예영이예영,2023/05,8.0
2493,예영이예영,2023/06,8.0
2494,예영이예영,2023/07,8.0
2495,예영이예영,2023/08,9.0
2496,오늘의하늘,2022/08,7.0
2497,오늘의하늘,2022/09,8.0
2498,오늘의하늘,2022/10,8.0
2499,오늘의하늘,2022/11,8.0
2500,오늘의하늘,2022/12,9.0
2501,오늘의하늘,2023/01,10.0
2502,오늘의하늘,2023/02,11.0
2503,오늘의하늘,2023/03,11.0
2504,오늘의하늘,2023/04,13.0
2505,오늘의하늘,2023/05,13.0
2506,오늘의하늘,2023/06,14.0
2507,오늘의하늘,2023/07,17.0
2508,오늘의하늘,2023/08,18.0
2509,오자Oza,2022/08,8.0
2510,오자Oza,2022/09,8.0
2511,오자Oza,2022/10,7.0
2512,오자Oza,2022/11,6.0
2513,오자Oza,2022/12,6.0
2514,오자Oza,2023/01,6.0
2515,오자Oza,2023/02,6.0
2516,오자Oza,2023/03,6.0
2517,오자Oza,2023/04,5.0
2518,오자Oza,2023/05,4.0
2519,오자Oza,2023/06,4.0
2520,오자Oza,2023/07,4.0
2521,오자Oza,2023/08,4.0
2535,옥뷰티,2022/08,37.0
2536,옥뷰티,2022/09,56.0
2537,옥뷰티,2022/10,59.0
2538,옥뷰티,2022/11,49.0
2539,옥뷰티,2022/12,42.0
2540,옥뷰티,2023/01,42.0
2541,옥뷰티,2023/02,37.0
2542,옥뷰티,2023/03,33.0
2543,옥뷰티,2023/04,35.0
2544,옥뷰티,2023/05,32.0
2545,옥뷰티,2023/06,32.0
2546,옥뷰티,2023/07,32.0
2547,옥뷰티,2023/08,34.0
2548,온리원서의,2022/08,7.0
2549,온리원서의,2022/09,7.0
2550,온리원서의,2022/10,7.0
2551,온리원서의,2022/11,7.0
2552,온리원서의,2022/12,7.0
2553,온리원서의,2023/01,7.0
2554,온리원서의,2023/02,8.0
2555,온리원서의,2023/03,8.0
2556,온리원서의,2023/04,8.0
2557,온리원서의,2023/05,7.0
2558,온리원서의,2023/06,8.0
2559,온리원서의,2023/07,8.0
2560,온리원서의,2023/08,8.0
2561,올니드,2022/08,24.0
2562,올니드,2022/09,22.0
2563,올니드,2022/10,23.0
2564,올니드,2022/11,32.0
2565,올니드,2022/12,32.0
2566,올니드,2023/01,33.0
2567,올니드,2023/02,35.0
2568,올니드,2023/03,50.0
2569,올니드,2023/04,50.0
2570,올니드,2023/05,50.0
2571,올니드,2023/06,50.0
2572,올니드,2023/07,64.0
2573,올니드,2023/08,59.0
2574,와디의 신발장,2022/08,1.0
2575,와디의 신발장,2022/09,1.0
2576,와디의 신발장,2022/10,1.0
2577,와디의 신발장,2022/11,1.0
2578,와디의 신발장,2022/12,1.0
2579,와디의 신발장,2023/01,1.0
2580,와디의 신발장,2023/02,2.0
2581,와디의 신발장,2023/03,2.0
2582,와디의 신발장,2023/04,2.0
2583,와디의 신발장,2023/05,2.0
2584,와디의 신발장,2023/06,2.0
2585,와디의 신발장,2023/07,2.0
2586,와디의 신발장,2023/08,2.0
2587,욘조yonzo,2022/08,5.0
2588,욘조yonzo,2022/09,5.0
2589,욘조yonzo,2022/10,5.0
2590,욘조yonzo,2022/11,5.0
2591,욘조yonzo,2022/12,5.0
2592,욘조yonzo,2023/01,5.0
2593,욘조yonzo,2023/02,4.0
2594,욘조yonzo,2023/03,4.0
2595,욘조yonzo,2023/04,5.0
2596,욘조yonzo,2023/05,5.0
2597,욘조yonzo,2023/06,5.0
2598,욘조yonzo,2023/07,5.0
2599,욘조yonzo,2023/08,5.0
2600,우린,2022/08,5.0
2601,우린,2022/09,6.0
2602,우린,2022/10,6.0
2603,우린,2022/11,5.0
2604,우린,2022/12,4.0
2605,우린,2023/01,4.0
2606,우린,2023/02,4.0
2607,우린,2023/03,4.0
2608,우린,2023/04,3.0
2609,우린,2023/05,3.0
2610,우린,2023/06,3.0
2611,우린,2023/07,3.0
2612,우린,2023/08,3.0
2613,웨이채널,2022/08,7.0
2614,웨이채널,2022/09,6.0
2615,웨이채널,2022/10,7.0
2616,웨이채널,2022/11,6.0
2617,웨이채널,2022/12,6.0
2618,웨이채널,2023/01,6.0
2619,웨이채널,2023/02,6.0
2620,웨이채널,2023/03,7.0
2621,웨이채널,2023/04,6.0
2622,웨이채널,2023/05,7.0
2623,웨이채널,2023/06,7.0
2624,웨이채널,2023/07,7.0
2625,웨이채널,2023/08,7.0
2626,유나YUNA,2022/08,7.0
2627,유나YUNA,2022/09,7.0
2628,유나YUNA,2022/10,7.0
2629,유나YUNA,2022/11,8.0
2630,유나YUNA,2022/12,7.0
2631,유나YUNA,2023/01,7.0
2632,유나YUNA,2023/02,8.0
2633,유나YUNA,2023/03,8.0
2634,유나YUNA,2023/04,8.0
2635,유나YUNA,2023/05,8.0
2636,유나YUNA,2023/06,10.0
2637,유나YUNA,2023/07,11.0
2638,유나YUNA,2023/08,10.0
2639,유네영,2022/08,31.0
2640,유네영,2022/09,33.0
2641,유네영,2022/10,35.0
2642,유네영,2022/11,44.0
2643,유네영,2022/12,56.0
2644,유네영,2023/01,63.0
2645,유네영,2023/02,80.0
2646,유네영,2023/03,80.0
2647,유네영,2023/04,119.0
2648,유네영,2023/05,70.0
2649,유네영,2023/06,60.0
2650,유네영,2023/07,63.0
2651,유네영,2023/08,63.0
2652,유리숍,2022/08,4.0
2653,유리숍,2022/09,5.0
2654,유리숍,2022/10,5.0
2655,유리숍,2022/11,5.0
2656,유리숍,2022/12,5.0
2657,유리숍,2023/01,4.0
2658,유리숍,2023/02,5.0
2659,유리숍,2023/03,5.0
2660,유리숍,2023/04,5.0
2661,유리숍,2023/05,4.0
2662,유리숍,2023/06,4.0
2663,유리숍,2023/07,4.0
2664,유리숍,2023/08,4.0
2665,유아델리urdaily,2022/08,41.0
2666,유아델리urdaily,2022/09,29.0
2667,유아델리urdaily,2022/10,27.0
2668,유아델리urdaily,2022/11,27.0
2669,유아델리urdaily,2022/12,30.0
2670,유아델리urdaily,2023/01,43.0
2671,유아델리urdaily,2023/02,38.0
2672,유아델리urdaily,2023/03,38.0
2673,유아델리urdaily,2023/04,38.0
2674,유아델리urdaily,2023/05,38.0
2675,유아델리urdaily,2023/06,38.0
2676,유아델리urdaily,2023/07,38.0
2677,유아델리urdaily,2023/08,41.0
2678,유이레컬러OneandOnly,2022/08,7.0
2679,유이레컬러OneandOnly,2022/09,7.0
2680,유이레컬러OneandOnly,2022/10,7.0
2681,유이레컬러OneandOnly,2022/11,7.0
2682,유이레컬러OneandOnly,2022/12,7.0
2683,유이레컬러OneandOnly,2023/01,8.0
2684,유이레컬러OneandOnly,2023/02,8.0
2685,유이레컬러OneandOnly,2023/03,8.0
2686,유이레컬러OneandOnly,2023/04,7.0
2687,유이레컬러OneandOnly,2023/05,8.0
2688,유이레컬러OneandOnly,2023/06,8.0
2689,유이레컬러OneandOnly,2023/07,9.0
2690,유이레컬러OneandOnly,2023/08,9.0
2691,유자차Ujatea,2022/08,19.0
2692,유자차Ujatea,2022/09,24.0
2693,유자차Ujatea,2022/10,26.0
2694,유자차Ujatea,2022/11,24.0
2695,유자차Ujatea,2022/12,24.0
2696,유자차Ujatea,2023/01,20.0
2697,유자차Ujatea,2023/02,20.0
2698,유자차Ujatea,2023/03,19.0
2699,유자차Ujatea,2023/04,21.0
2700,유자차Ujatea,2023/05,20.0
2701,유자차Ujatea,2023/06,20.0
2702,유자차Ujatea,2023/07,17.0
2703,유자차Ujatea,2023/08,15.0
2704,윤민쌤,2022/08,4.0
2705,윤민쌤,2022/09,4.0
2706,윤민쌤,2022/10,4.0
2707,윤민쌤,2022/11,4.0
2708,윤민쌤,2022/12,4.0
2709,윤민쌤,2023/01,4.0
2710,윤민쌤,2023/02,4.0
2711,윤민쌤,2023/03,4.0
2712,윤민쌤,2023/04,4.0
2713,윤민쌤,2023/05,4.0
2714,윤민쌤,2023/06,4.0
2715,윤민쌤,2023/07,5.0
2716,윤민쌤,2023/08,5.0
2717,윤새 yoonsae,2022/08,5.0
2718,윤새 yoonsae,2022/09,5.0
2719,윤새 yoonsae,2022/10,5.0
2720,윤새 yoonsae,2022/11,5.0
2721,윤새 yoonsae,2022/12,5.0
2722,윤새 yoonsae,2023/01,5.0
2723,윤새 yoonsae,2023/02,5.0
2724,윤새 yoonsae,2023/03,5.0
2725,윤새 yoonsae,2023/04,4.0
2726,윤새 yoonsae,2023/05,5.0
2727,윤새 yoonsae,2023/06,4.0
2728,윤새 yoonsae,2023/07,4.0
2729,윤새 yoonsae,2023/08,4.0
2743,윤이니yooniny,2022/08,7.0
2744,윤이니yooniny,2022/09,7.0
2745,윤이니yooniny,2022/10,8.0
2746,윤이니yooniny,2022/11,9.0
2747,윤이니yooniny,2022/12,10.0
2748,윤이니yooniny,2023/01,11.0
2749,윤이니yooniny,2023/02,12.0
2750,윤이니yooniny,2023/03,14.0
2751,윤이니yooniny,2023/04,15.0
2752,윤이니yooniny,2023/05,17.0
2753,윤이니yooniny,2023/06,18.0
2754,윤이니yooniny,2023/07,18.0
2755,윤이니yooniny,2023/08,21.0
2756,윤이든,2022/08,3.0
2757,윤이든,2022/09,3.0
2758,윤이든,2022/10,3.0
2759,윤이든,2022/11,3.0
2760,윤이든,2022/12,3.0
2761,윤이든,2023/01,3.0
2762,윤이든,2023/02,3.0
2763,윤이든,2023/03,3.0
2764,윤이든,2023/04,3.0
2765,윤이든,2023/05,3.0
2766,윤이든,2023/06,3.0
2767,윤이든,2023/07,3.0
2768,윤이든,2023/08,3.0
2782,윤터터yunteoteo,2022/08,18.0
2783,윤터터yunteoteo,2022/09,18.0
2784,윤터터yunteoteo,2022/10,18.0
2785,윤터터yunteoteo,2022/11,17.0
2786,윤터터yunteoteo,2022/12,17.0
2787,윤터터yunteoteo,2023/01,17.0
2788,윤터터yunteoteo,2023/02,18.0
2789,윤터터yunteoteo,2023/03,16.0
2790,윤터터yunteoteo,2023/04,16.0
2791,윤터터yunteoteo,2023/05,17.0
2792,윤터터yunteoteo,2023/06,17.0
2793,윤터터yunteoteo,2023/07,20.0
2794,윤터터yunteoteo,2023/08,3.0
2795,율럽,2022/08,7.0
2796,율럽,2022/09,7.0
2797,율럽,2022/10,7.0
2798,율럽,2022/11,7.0
2799,율럽,2022/12,7.0
2800,율럽,2023/01,7.0
2801,율럽,2023/02,7.0
2802,율럽,2023/03,7.0
2803,율럽,2023/04,7.0
2804,율럽,2023/05,7.0
2805,율럽,2023/06,8.0
2806,율럽,2023/07,8.0
2807,율럽,2023/08,8.0
2808,윰YUM,2022/08,5.0
2809,윰YUM,2022/09,4.0
2810,윰YUM,2022/10,4.0
2811,윰YUM,2022/11,4.0
2812,윰YUM,2022/12,4.0
2813,윰YUM,2023/01,3.0
2814,윰YUM,2023/02,3.0
2815,윰YUM,2023/03,3.0
2816,윰YUM,2023/04,3.0
2817,윰YUM,2023/05,4.0
2818,윰YUM,2023/06,4.0
2819,윰YUM,2023/07,4.0
2820,윰YUM,2023/08,4.0
2821,은조미,2022/08,10.0
2822,은조미,2022/09,8.0
2823,은조미,2022/10,8.0
2824,은조미,2022/11,9.0
2825,은조미,2022/12,9.0
2826,은조미,2023/01,9.0
2827,은조미,2023/02,10.0
2828,은조미,2023/03,10.0
2829,은조미,2023/04,10.0
2830,은조미,2023/05,10.0
2831,은조미,2023/06,12.0
2832,은조미,2023/07,12.0
2833,은조미,2023/08,12.0
2834,이니아니,2022/08,15.0
2835,이니아니,2022/09,15.0
2836,이니아니,2022/10,17.0
2837,이니아니,2022/11,17.0
2838,이니아니,2022/12,15.0
2839,이니아니,2023/01,15.0
2840,이니아니,2023/02,17.0
2841,이니아니,2023/03,16.0
2842,이니아니,2023/04,15.0
2843,이니아니,2023/05,16.0
2844,이니아니,2023/06,17.0
2845,이니아니,2023/07,16.0
2846,이니아니,2023/08,16.0
2847,인애킴,2022/08,19.0
2848,인애킴,2022/09,19.0
2849,인애킴,2022/10,20.0
2850,인애킴,2022/11,21.0
2851,인애킴,2022/12,22.0
2852,인애킴,2023/01,22.0
2853,인애킴,2023/02,23.0
2854,인애킴,2023/03,24.0
2855,인애킴,2023/04,24.0
2856,인애킴,2023/05,32.0
2857,인애킴,2023/06,31.0
2858,인애킴,2023/07,31.0
2859,인애킴,2023/08,36.0
2860,잉구EEN9,2022/08,8.0
2861,잉구EEN9,2022/09,9.0
2862,잉구EEN9,2022/10,9.0
2863,잉구EEN9,2022/11,9.0
2864,잉구EEN9,2022/12,9.0
2865,잉구EEN9,2023/01,9.0
2866,잉구EEN9,2023/02,9.0
2867,잉구EEN9,2023/03,8.0
2868,잉구EEN9,2023/04,9.0
2869,잉구EEN9,2023/05,9.0
2870,잉구EEN9,2023/06,9.0
2871,잉구EEN9,2023/07,9.0
2872,잉구EEN9,2023/08,9.0
2873,장쌀롱,2022/08,6.0
2874,장쌀롱,2022/09,6.0
2875,장쌀롱,2022/10,8.0
2876,장쌀롱,2022/11,9.0
2877,장쌀롱,2022/12,9.0
2878,장쌀롱,2023/01,10.0
2879,장쌀롱,2023/02,10.0
2880,장쌀롱,2023/03,12.0
2881,장쌀롱,2023/04,12.0
2882,장쌀롱,2023/05,12.0
2883,장쌀롱,2023/06,13.0
2884,장쌀롱,2023/07,15.0
2885,장쌀롱,2023/08,14.0
2886,정다윤,2022/08,3.0
2887,정다윤,2022/09,3.0
2888,정다윤,2022/10,3.0
2889,정다윤,2022/11,4.0
2890,정다윤,2022/12,4.0
2891,정다윤,2023/01,4.0
2892,정다윤,2023/02,4.0
2893,정다윤,2023/03,4.0
2894,정다윤,2023/04,4.0
2895,정다윤,2023/05,4.0
2896,정다윤,2023/06,4.0
2897,정다윤,2023/07,4.0
2898,정다윤,2023/08,4.0
2899,정어리jungeory,2022/08,
2900,정어리jungeory,2022/09,
2901,정어리jungeory,2022/10,
2902,정어리jungeory,2022/11,
2903,정어리jungeory,2022/12,5.0
2904,정어리jungeory,2023/01,5.0
2905,정어리jungeory,2023/02,5.0
2906,정어리jungeory,2023/03,5.0
2907,정어리jungeory,2023/04,5.0
2908,정어리jungeory,2023/05,5.0
2909,정어리jungeory,2023/06,5.0
2910,정어리jungeory,2023/07,5.0
2911,정어리jungeory,2023/08,5.0
2912,정우Jungwoo,2022/08,13.0
2913,정우Jungwoo,2022/09,13.0
2914,정우Jungwoo,2022/10,13.0
2915,정우Jungwoo,2022/11,13.0
2916,정우Jungwoo,2022/12,12.0
2917,정우Jungwoo,2023/01,12.0
2918,정우Jungwoo,2023/02,13.0
2919,정우Jungwoo,2023/03,13.0
2920,정우Jungwoo,2023/04,14.0
2921,정우Jungwoo,2023/05,13.0
2922,정우Jungwoo,2023/06,14.0
2923,정우Jungwoo,2023/07,14.0
2924,정우Jungwoo,2023/08,15.0
2925,정채,2022/08,32.0
2926,정채,2022/09,31.0
2927,정채,2022/10,37.0
2928,정채,2022/11,35.0
2929,정채,2022/12,35.0
2930,정채,2023/01,44.0
2931,정채,2023/02,45.0
2932,정채,2023/03,49.0
2933,정채,2023/04,52.0
2934,정채,2023/05,52.0
2935,정채,2023/06,59.0
2936,정채,2023/07,63.0
2937,정채,2023/08,54.0
2938,제시하다Jessiehada,2022/08,7.0
2939,제시하다Jessiehada,2022/09,7.0
2940,제시하다Jessiehada,2022/10,7.0
2941,제시하다Jessiehada,2022/11,7.0
2942,제시하다Jessiehada,2022/12,7.0
2943,제시하다Jessiehada,2023/01,7.0
2944,제시하다Jessiehada,2023/02,7.0
2945,제시하다Jessiehada,2023/03,7.0
2946,제시하다Jessiehada,2023/04,7.0
2947,제시하다Jessiehada,2023/05,7.0
2948,제시하다Jessiehada,2023/06,8.0
2949,제시하다Jessiehada,2023/07,8.0
2950,제시하다Jessiehada,2023/08,9.0
2964,제이시JAYCEE,2022/08,12.0
2965,제이시JAYCEE,2022/09,13.0
2966,제이시JAYCEE,2022/10,18.0
2967,제이시JAYCEE,2022/11,20.0
2968,제이시JAYCEE,2022/12,23.0
2969,제이시JAYCEE,2023/01,24.0
2970,제이시JAYCEE,2023/02,26.0
2971,제이시JAYCEE,2023/03,34.0
2972,제이시JAYCEE,2023/04,48.0
2973,제이시JAYCEE,2023/05,42.0
2974,제이시JAYCEE,2023/06,42.0
2975,제이시JAYCEE,2023/07,36.0
2976,제이시JAYCEE,2023/08,36.0
2977,제타zetta,2022/08,696.0
2978,제타zetta,2022/09,
2979,제타zetta,2022/10,
2980,제타zetta,2022/11,
2981,제타zetta,2022/12,
2982,제타zetta,2023/01,
2983,제타zetta,2023/02,
2984,제타zetta,2023/03,
2985,제타zetta,2023/04,
2986,제타zetta,2023/05,
2987,제타zetta,2023/06,
2988,제타zetta,2023/07,
2989,제타zetta,2023/08,0.0
2990,조니로그,2022/08,76.0
2991,조니로그,2022/09,76.0
2992,조니로그,2022/10,76.0
2993,조니로그,2022/11,76.0
